vet_old,vet_new,old,new
ONT ASSOCIATION OF CHILDREN'S AID SOCIETY,ONT ASSOCIATION'N OF CHILDREN'S AID SOCIETIES,ONT ASSOCIATION OF CHILDREN'S AID SOCIETY,ONT ASSOCIATION'N OF CHILDREN'S AID SOCIETIES
BOARD OF GOVENORS EXHIBITION PLACE,BOARD OF GOVENORS OF EXHIBITION PLACE,BOARD OF GOVENORS EXHIBITION PLACE,BOARD OF GOVENORS OF EXHIBITION PLACE
BOARD OF GOVERNORS EXHIBITION PLACE,BOARD OF GOVENORS OF EXHIBITION PLACE,BOARD OF GOVERNORS EXHIBITION PLACE,BOARD OF GOVENORS OF EXHIBITION PLACE
,,LAWRENCE HEIGHTS CHS,LAWRENCE HEIGHTS CHC
AGRICULTURAL ADAPTATION COUNCIL (AAC),AGRICULTURAL ADAPTATION COUNCIL,AGRICULTURAL ADAPTATION COUNCIL (AAC),AGRICULTURAL ADAPTATION COUNCIL
NORTH PEEL FAMILY HEALTH TEAM,NORTH PERTH FAMILY HEALTH TEAM,NORTH PEEL FAMILY HEALTH TEAM,NORTH PERTH FAMILY HEALTH TEAM
UNEMPLOYED HELP CENTRE OF WINDSOR INC,UNEMPLOYED HELP CENTRE OF WINDSOR,UNEMPLOYED HELP CENTRE OF WINDSOR INC,UNEMPLOYED HELP CENTRE OF WINDSOR
CANADIAN ELEVATOR INDUSTRY EDUCATIONAL PROGRAM (CEIEP),CANADIAN ELEVATOR INDUSTRY EDUCATIONAL PROGRAM,CANADIAN ELEVATOR INDUSTRY EDUCATIONAL PROGRAM (CEIEP),CANADIAN ELEVATOR INDUSTRY EDUCATIONAL PROGRAM
CITY OF LONDON CONVENTION CENTRE,CITY OF LONDON LONDON CONVENTION CENTRE,CITY OF LONDON CONVENTION CENTRE,CITY OF LONDON LONDON CONVENTION CENTRE
PEEL ADDICTION ASSESSMENT AND REFERRAL CENTRE,THE PEEL ADDICTION ASSESSMENT AND REFERRAL CENTRE,PEEL ADDICTION ASSESSMENT AND REFERRAL CENTRE,THE PEEL ADDICTION ASSESSMENT AND REFERRAL CENTRE
CANADIAN MENTAL HEALTH ASSOCIATION PETERBOROUGH,CANADIAN MENTAL HEALTH ASSOCIATION PETERBOROUGH BRANCH,CANADIAN MENTAL HEALTH ASSOCIATION PETERBOROUGH,CANADIAN MENTAL HEALTH ASSOCIATION PETERBOROUGH BRANCH
TOURISM INDUSTRY ASSOCIATION OF ONTARIO (TIAO),TOURISM INDUSTRY ASSOCIATION OF ONTARIO,TOURISM INDUSTRY ASSOCIATION OF ONTARIO (TIAO),TOURISM INDUSTRY ASSOCIATION OF ONTARIO
TOWNSHIP OF OTONABEESOUTH MONAGHAN,TOWNSHIP OF OTONABEESOUTH MONAGHAN,TOWNSHIP OF OTONABEESOUTH MONAGHAN,TOWNSHIP OF OTONABEESOUTH MONAGHAN
WEE CHIITTHEWIN FAMILY SERVICES INC,WEECHIITTEWIN FAMILY SERVICES INC,WEE CHIITTHEWIN FAMILY SERVICES INC,WEECHIITTEWIN FAMILY SERVICES INC
ALGONQUIN OPPORTUNITY (NO2) CORPORATION,ALGONQUIN OPPORTUNITY (NO 2) CORPORATION,ALGONQUIN OPPORTUNITY (NO2) CORPORATION,ALGONQUIN OPPORTUNITY (NO 2) CORPORATION
HAMILTON YOUNG WOMEN'S CHRISTIAN ASSOCIATION,HAMILTON YOUNG WOMENS CHRISTIAN ASSOCIATION,HAMILTON YOUNG WOMEN'S CHRISTIAN ASSOCIATION,HAMILTON YOUNG WOMENS CHRISTIAN ASSOCIATION
,,NORWEST CHC,NORWEST CHCS
GOODWILL INDUSTRIESESSEX KENT LAMBTON INC,GOODWILL INDUSTRIES ESSEX KENT LAMBTON INC,GOODWILL INDUSTRIESESSEX KENT LAMBTON INC,GOODWILL INDUSTRIES ESSEX KENT LAMBTON INC
OWEN SOUND NORTH GREY UNION PUBLIC LIBRARY,OWEN SOUND AND NORTH GREY UNION PUBLIC LIBRARY,OWEN SOUND NORTH GREY UNION PUBLIC LIBRARY,OWEN SOUND AND NORTH GREY UNION PUBLIC LIBRARY
,,OWEN SOUND AND NORTH GREY UNION PUBLIC LIBRARY BOARD,OWEN SOUND AND NORTH GREY UNION PUBLIC LIBRARY
VANIER COMMUNITY SERVICES CENTRE,VANIER COMMUNITY SERVICE CENTRE,VANIER COMMUNITY SERVICES CENTRE,VANIER COMMUNITY SERVICE CENTRE
SOFTECH ALLIANCE NETWORK (O,SOFTECH ALLIANCE NETWORK,SOFTECH ALLIANCE NETWORK (O,SOFTECH ALLIANCE NETWORK
ST JOHN´S REHABILITATION,ST JOHN'S REHABILITATION,ST JOHN´S REHABILITATION,ST JOHN'S REHABILITATION
WOMEN´S CHRISTIAN ASSOCIATION,WOMEN'S CHRISTIAN ASSOCIATION,WOMEN´S CHRISTIAN ASSOCIATION,WOMEN'S CHRISTIAN ASSOCIATION
ONTCIVILLIAN COMM ON POLICE SERVICES,ONT CIVILIAN COMM ON POLICE SERVICES,ONTCIVILLIAN COMM ON POLICE SERVICES,ONT CIVILIAN COMM ON POLICE SERVICES
,,NIPISSING DISTRICT CATHOLIC DISTRICT SCHOOL BOARD,TIMMINS DISTRICT CATHOLIC DISTRICT SCHOOL BOARD
TRAVERSE INDEPENDENCE NOTFORPROFIT,TRAVERSE INDEPENDENCE NOT FOR PROFIT,TRAVERSE INDEPENDENCE NOTFORPROFIT,TRAVERSE INDEPENDENCE NOT FOR PROFIT
ST JOSEPH'S HOSPITAL AND HOME,ST JOSEPH'S HOSPITAL AND HOMEGUELPH,ST JOSEPH'S HOSPITAL AND HOME,ST JOSEPH'S HOSPITAL AND HOMEGUELPH
ST JOSEPH S HOSPITAL AND HOME,ST JOSEPH'S HOSPITAL AND HOMEGUELPH,ST JOSEPH S HOSPITAL AND HOME,ST JOSEPH'S HOSPITAL AND HOMEGUELPH
CAS NORTHHUMBERLAND,CAS NORTHUMBERLAND,CAS NORTHHUMBERLAND,CAS NORTHUMBERLAND
,,YMCA NORTHUMBERLAND,CAS NORTHUMBERLAND
WESLEY URBAN MINISTRIES,WESLEY URBAN MINISTRIES INC,WESLEY URBAN MINISTRIES,WESLEY URBAN MINISTRIES INC
CANADIAN MENTAL HEALTH ASSOCIATION CHAMPLAIN EAS,CANADIAN MENTAL HEALTH ASSOCIATION CHAMPLAIN EAST,CANADIAN MENTAL HEALTH ASSOCIATION CHAMPLAIN EAS,CANADIAN MENTAL HEALTH ASSOCIATION CHAMPLAIN EAST
,,WATERLOO REGION ROMAN CATHOLIC SEPARATE SCHOOL BOARD,YORK REGION ROMAN CATHOLIC SEPARATE SCHOOL BOARD
MISSISSAUGAS OF THE CREDIT FIRST NATION,MISSISSAUGAS OF THE NEW CREDIT FIRST NATION,MISSISSAUGAS OF THE CREDIT FIRST NATION,MISSISSAUGAS OF THE NEW CREDIT FIRST NATION
NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (RTO),NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (RTO) 13,NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (RTO),NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (RTO) 13
NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (13),NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (RTO) 13,NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (13),NORTHERN ONTARIO REGIONAL TOURISM ORGANIZATION (RTO) 13
HALTON CCAC,HAMILTON CCAC,HALTON CCAC,HAMILTON CCAC
LAUNCH LAB (EASTERN ONTARIO),LAUNCH LAB (EASTERN ONTARIO) INC,LAUNCH LAB (EASTERN ONTARIO),LAUNCH LAB (EASTERN ONTARIO) INC
,,FACS GUELPH AND WELLINGTON COUNTY,CAS GUELPH AND WELLINGTON COUNTY
,,PORTAGE MEDICAL FAMILY HEALTH TEAM,DORVAL MEDICAL FAMILY HEALTH TEAM
CANTON D'ALFREDPLANTAGENET,CANTON D'ALFRED ET PLANTAGENET,CANTON D'ALFREDPLANTAGENET,CANTON D'ALFRED ET PLANTAGENET
NORTH PARK NURSING HOME LTD,NORTH PARK NURSING HOME LIMITED,NORTH PARK NURSING HOME LTD,NORTH PARK NURSING HOME LIMITED
MILLS COMMUNITY SUPPORT CORPORATION INC,MILLS COMMUNITY SUPPORT CORPORATION,MILLS COMMUNITY SUPPORT CORPORATION INC,MILLS COMMUNITY SUPPORT CORPORATION
TORONTO KIWANIS BOYS AND GIRLS CLUBS,TORONTO KIWANIS BOYS AND GIRLS CLUB,TORONTO KIWANIS BOYS AND GIRLS CLUBS,TORONTO KIWANIS BOYS AND GIRLS CLUB
CASSELLHOLME,CASSELLHOME,CASSELLHOLME,CASSELLHOME
,,CANES FAMILY HEALTH TEAM,COCHRANE FAMILY HEALTH TEAM
CHIMO YOUTH AND FAMILY SERVICES,CHIMO YOUTH AND FAMILY SERVICES INC,CHIMO YOUTH AND FAMILY SERVICES,CHIMO YOUTH AND FAMILY SERVICES INC
TWO RIVERS FAMILY HEALTH TEAM INC,TWO RIVERS FAMILY HEALTH TEAM,TWO RIVERS FAMILY HEALTH TEAM INC,TWO RIVERS FAMILY HEALTH TEAM
COMMUNICATION AND INFO TECH ONT,COMMUNICATIONS AND INFO TECH ONTARIO,COMMUNICATION AND INFO TECH ONT,COMMUNICATIONS AND INFO TECH ONTARIO
,,CENTRAL HEALTH INTEGRATION NETWORK,CENTRAL WEST HEALTH INTEGRATION NETWORK
,,CENTRAL EAST LOCAL HEALTH INTEGRATION NETWORK,CENTRAL WEST HEALTH INTEGRATION NETWORK
,,TRANSITIONAL COUNCIL OF THE COLLEGE OF HOMEOPATHS OF ONTARIO,TRANSITIONAL COUNCIL OF THE COLLEGE OF NATUROPATHS OF ONTARIO
THE KENSINGTON EYE INSTITUTE,KENSINGTON EYE INSTITUTE,THE KENSINGTON EYE INSTITUTE,KENSINGTON EYE INSTITUTE
FIREFLY (LAKE OF THE WOODS CHILD DEVELOPMENT CENTRE),LAKE OF THE WOODS CHILD DEVELOPMENT CENTRE,FIREFLY (LAKE OF THE WOODS CHILD DEVELOPMENT CENTRE),LAKE OF THE WOODS CHILD DEVELOPMENT CENTRE
HINKSDELLCREST CENTRE,HINCKSDELLCRST CENTRE,HINKSDELLCREST CENTRE,HINCKSDELLCRST CENTRE
HINCKSDELLCRST CENTRE THE,HINCKSDELLCRST CENTRE,HINCKSDELLCRST CENTRE THE,HINCKSDELLCRST CENTRE
BARBRA SCHLIFER COMEMORATIVE CLINIC (BSCC),BARBRA SCHLIFER COMMEMORATIVE CLINIC (BSCC),BARBRA SCHLIFER COMEMORATIVE CLINIC (BSCC),BARBRA SCHLIFER COMMEMORATIVE CLINIC (BSCC)
EXHIBITION PLACE,EXHIBITON PLACE,EXHIBITION PLACE,EXHIBITON PLACE
PINECRESTQUEENSWAY HCS,PINECRESTQUEENSWAY CHC,PINECRESTQUEENSWAY HCS,PINECRESTQUEENSWAY CHC
CSD DU NORDEST DE L'ONTARIO,DSB DU NORDEST DE L'ONTARIO,CSD DU NORDEST DE L'ONTARIO,DSB DU NORDEST DE L'ONTARIO
INVASIVE SPECIES CENTRE,INVASIVE SPECIES CENTRE (ISC),INVASIVE SPECIES CENTRE,INVASIVE SPECIES CENTRE (ISC)
KINGSTON ECONOMIC DEVELOPMENT CORPORATION,KINGSTON ECONOMIC DEVELOPMENT CORPORATION (KEDCO),KINGSTON ECONOMIC DEVELOPMENT CORPORATION,KINGSTON ECONOMIC DEVELOPMENT CORPORATION (KEDCO)
VAUGHAN PUBLIC LIBRARIES BOARD,VAUGHAN PUBLIC LIBRARY BOARD,VAUGHAN PUBLIC LIBRARIES BOARD,VAUGHAN PUBLIC LIBRARY BOARD
ONTARIO MUNICIPAL SOCIAL SERVICES ASSOCIATION,ONTARIO MUNICIPAL SOCIAL SERVICES ASSOCIATION (OMSSA),ONTARIO MUNICIPAL SOCIAL SERVICES ASSOCIATION,ONTARIO MUNICIPAL SOCIAL SERVICES ASSOCIATION (OMSSA)
ONTARIO AGRI FOOD TECHNOLOGIES,ONTARIO AGRIFOOD TECHNOLOGIES,ONTARIO AGRI FOOD TECHNOLOGIES,ONTARIO AGRIFOOD TECHNOLOGIES
IMMIGRANT ACCESS FUND OF CANADA INC,IMMIGRANT ACCESS FUND OF CANADA,IMMIGRANT ACCESS FUND OF CANADA INC,IMMIGRANT ACCESS FUND OF CANADA
FIRE MARSHAL'S PUBLIC SAFETY COUNCIL,FIRE MARSHAL'S PUBLIC FIRE SAFETY COUNCIL,FIRE MARSHAL'S PUBLIC SAFETY COUNCIL,FIRE MARSHAL'S PUBLIC FIRE SAFETY COUNCIL
ALZHEIMER SOCIETIES OF ONTARIO,ALZHEIMER SOCIETY OF ONTARIO,ALZHEIMER SOCIETIES OF ONTARIO,ALZHEIMER SOCIETY OF ONTARIO
CAS HASTING'S,CAS HASTINGS,CAS HASTING'S,CAS HASTINGS
CAS DISTRICTS OF SUDBURY AND MANITULIN,CAS DISTRICTS OF SUDBURY AND MANITOULIN,CAS DISTRICTS OF SUDBURY AND MANITULIN,CAS DISTRICTS OF SUDBURY AND MANITOULIN
CAS DIST OF SUDBURY AND MANITOULIN,CAS DISTRICTS OF SUDBURY AND MANITOULIN,CAS DIST OF SUDBURY AND MANITOULIN,CAS DISTRICTS OF SUDBURY AND MANITOULIN
CAS DIS OF SUDBURY AND MANITOULIN,CAS DISTRICTS OF SUDBURY AND MANITOULIN,CAS DIS OF SUDBURY AND MANITOULIN,CAS DISTRICTS OF SUDBURY AND MANITOULIN
ORLÃ©ANS CUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANS CUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANSCUMBERLAND COMMUNITY RESOURCE CENTRE
ORLÉANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÉANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANSCUMBERLAND COMMUNITY RESOURCE CENTRE
ORLEANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLEANSCUMBERLAND COMMUNITY RESOURCE CENTRE,ORLÃ©ANSCUMBERLAND COMMUNITY RESOURCE CENTRE
CENTRE FOR INDEPENDENT LIVING IN TORONTO (CILT),CENTRE FOR INDEPENDENT LIVING IN TORONTO,CENTRE FOR INDEPENDENT LIVING IN TORONTO (CILT),CENTRE FOR INDEPENDENT LIVING IN TORONTO
ACCOMMODATION INFORMATION AND SUPPORT INC,ACCOMMODATION INFO AND SUPPORT INC,ACCOMMODATION INFORMATION AND SUPPORT INC,ACCOMMODATION INFO AND SUPPORT INC
ALZHEIMER SOCIETY DURHAM REGION,ALZHEIMER SOCIETY OF DURHAM REGION,ALZHEIMER SOCIETY DURHAM REGION,ALZHEIMER SOCIETY OF DURHAM REGION
ONTARIO PAROLE AND EARNED RELEASE BOARD,ONT PAROLE AND EARNED RELEASE BOARD,ONTARIO PAROLE AND EARNED RELEASE BOARD,ONT PAROLE AND EARNED RELEASE BOARD
,,NORTH LAMBTON CHC,NORTH LAMBTON CHS
CM HINCKS TREATMENT CENTRE,CM HINCKS TREATEMENT CENTRE,CM HINCKS TREATMENT CENTRE,CM HINCKS TREATEMENT CENTRE
THAMES VALLEY DISTRICT HEALTH COUN,THAMES VALLEY DISTRICT HEALTH COUNCIL,THAMES VALLEY DISTRICT HEALTH COUN,THAMES VALLEY DISTRICT HEALTH COUNCIL
,,KITCHENER DOWNTOWN CHC,KITCHENER DOWNTOWN CHS
CAS DISTRICTS OF NIPISSING AND PARRY SOUND,CAS DIST OF NIPISSING AND PARRY SOUND,CAS DISTRICTS OF NIPISSING AND PARRY SOUND,CAS DIST OF NIPISSING AND PARRY SOUND
,,JD GRIFFIN CENTRE,GRIFFIN CENTRE
CENTRE DE SANTÉ COMM DU TEMISKAMING,CENTRE DE SANTÉ COMM DU TÉMISKAMING,CENTRE DE SANTÉ COMM DU TEMISKAMING,CENTRE DE SANTÉ COMM DU TÉMISKAMING
,,PARRY SOUND EAST BE,PARRY SOUND WEST BE
,,NORTH EAST HEALTH INTEGRATION NETWORK,SOUTH EAST HEALTH INTEGRATION NETWORK
,,SOUTH WEST LOCAL HEALTH INTEGRATION NETWORK,SOUTH EAST HEALTH INTEGRATION NETWORK
THE OTONABEE REGION CONSERVATION AUTHORITY,OTONABEE REGION CONSERVATION AUTHORITY,THE OTONABEE REGION CONSERVATION AUTHORITY,OTONABEE REGION CONSERVATION AUTHORITY
PARTICIPATION HOUSE PROJECT (DURHAM REGION),THE PARTICIPATION HOUSE PROJECT (DURHAM REGION),PARTICIPATION HOUSE PROJECT (DURHAM REGION),THE PARTICIPATION HOUSE PROJECT (DURHAM REGION)
PARTICIPATION HOUSE PROJECT (DURHAM REGION ),THE PARTICIPATION HOUSE PROJECT (DURHAM REGION),PARTICIPATION HOUSE PROJECT (DURHAM REGION ),THE PARTICIPATION HOUSE PROJECT (DURHAM REGION)
,,SUDBURY YOUNG MEN'S CHRISTIAN ASSOCIATION,SUDBURY YOUNG WOMEN'S CHRISTIAN ASSOCIATION
CSDC DES AURORESBORÉALES,CSDC DES AURORES BORÉALES,CSDC DES AURORESBORÉALES,CSDC DES AURORES BORÉALES
CSDC DES AURORES BOREALES,CSDC DES AURORES BORÉALES,CSDC DES AURORES BOREALES,CSDC DES AURORES BORÉALES
PROTESTANT SEPARATE SCHOOL BOARD TOWN OF PENETANGUISHENE,PROTESTANT SEPARATE SCHOOL BOARD OF THE TOWN OF PENETANGUISHENE,PROTESTANT SEPARATE SCHOOL BOARD TOWN OF PENETANGUISHENE,PROTESTANT SEPARATE SCHOOL BOARD OF THE TOWN OF PENETANGUISHENE
CITY OF TORONTO  RALPH THORNTON COMMUNITY CENTRE,CITY OF TORONTO RALPH THORNTON COMMUNITY CENTRE,CITY OF TORONTO  RALPH THORNTON COMMUNITY CENTRE,CITY OF TORONTO RALPH THORNTON COMMUNITY CENTRE
LABOURERS' LOCAL 625 TRAINING TRUST,LABOURERS LOCAL 625 TRAINING TRUST,LABOURERS' LOCAL 625 TRAINING TRUST,LABOURERS LOCAL 625 TRAINING TRUST
ONT FARM PRODUCTS MARKETING COMM,ONTFARM PRODUCTS MARKETING COMM,ONT FARM PRODUCTS MARKETING COMM,ONTFARM PRODUCTS MARKETING COMM
FARM PRODUCTS MARKETING COMM,ONTFARM PRODUCTS MARKETING COMM,FARM PRODUCTS MARKETING COMM,ONTFARM PRODUCTS MARKETING COMM
DON MILLS FOUNDATION FOR SENIOR CITIZENS INC,DON MILLS FOUNDATION FOR SR CITIZENS,DON MILLS FOUNDATION FOR SENIOR CITIZENS INC,DON MILLS FOUNDATION FOR SR CITIZENS
CAS HURON PERTH,CAS HURONPERTH,CAS HURON PERTH,CAS HURONPERTH
CAS HALDIMANDNORFOLK,CCAC HALDIMANDNORFOLK,CAS HALDIMANDNORFOLK,CCAC HALDIMANDNORFOLK
,,LAMBTON COUNTY BE,LAMBTON COUNTY
YORK REGIONAL INNOVATION CENTRE,YORK REGIONAL INNOVATION CENTRE O,YORK REGIONAL INNOVATION CENTRE,YORK REGIONAL INNOVATION CENTRE O
CORPORATION OF THE TOWN OF HEARST,CORPORATION OF THE TOWN OF HANOVER,CORPORATION OF THE TOWN OF HEARST,CORPORATION OF THE TOWN OF HANOVER
PROGRESS PLACE REHABILITATION CENTRE (METROPOLITAN TORONTO),PROGRESS PLACE REHABILITATION CENTRE (METROPOLITAN TORONTO) INC,PROGRESS PLACE REHABILITATION CENTRE (METROPOLITAN TORONTO),PROGRESS PLACE REHABILITATION CENTRE (METROPOLITAN TORONTO) INC
SERVICE COMMUNAUTAIRE DE LA GÉRONTOPSYCHIATRIE DOTTAWA,SERVICE COMM DE LA GÉRONTOPSYCHIATRIE D'OTTAWA,SERVICE COMMUNAUTAIRE DE LA GÉRONTOPSYCHIATRIE DOTTAWA,SERVICE COMM DE LA GÉRONTOPSYCHIATRIE D'OTTAWA
LENNOX AND ADDINGTON COUNTY BE,LENNOX AND ADDINGTON COUNTY,LENNOX AND ADDINGTON COUNTY BE,LENNOX AND ADDINGTON COUNTY
CENTRE MDICO SOCIAL COMMUNAUTAIRE,CENTRE MÉDICO SOCIAL COMMUNAUTAIRE,CENTRE MDICO SOCIAL COMMUNAUTAIRE,CENTRE MÉDICO SOCIAL COMMUNAUTAIRE
CENTRE DE SANTÉ COMM HWN INC,CENTRE DE SANTÉ COMM HWN,CENTRE DE SANTÉ COMM HWN INC,CENTRE DE SANTÉ COMM HWN
COMMUNITY LIVING PORT COLBORNEWAINFLEET,COMMUNITY LIVING PORT COLBORNE WAINFLEET,COMMUNITY LIVING PORT COLBORNEWAINFLEET,COMMUNITY LIVING PORT COLBORNE WAINFLEET
YORK REGION NEIGHBOURHOOD SERVICES,YORK REGION NEIGHBOURHOOD SERVICES INC,YORK REGION NEIGHBOURHOOD SERVICES,YORK REGION NEIGHBOURHOOD SERVICES INC
TOWNSHIP OF DRUMMONDNORTH ELMSLEY,TOWNSHIP OF DRUMMONDNORTH ELMSLEY,TOWNSHIP OF DRUMMONDNORTH ELMSLEY,TOWNSHIP OF DRUMMONDNORTH ELMSLEY
GEORGE HULL CENTRE,THE GEORGE HULL CENTRE,GEORGE HULL CENTRE,THE GEORGE HULL CENTRE
STORMONT DUND AND GLEN CATHOLIC DISTRICT SCHOOL BOARD,STORMONT DUNDAS AND GLENGARRY CATHOLIC DISTRICT SCHOOL BOARD,STORMONT DUND AND GLEN CATHOLIC DISTRICT SCHOOL BOARD,STORMONT DUNDAS AND GLENGARRY CATHOLIC DISTRICT SCHOOL BOARD
,,STRATFORD FAMILY HEALTH TEAM,STAR FAMILY HEALTH TEAM
ALGOMA DISTRICT SERVICES ADMIN BRD,ALGOMA DISTRICT SERVICES ADMIN BOARD,ALGOMA DISTRICT SERVICES ADMIN BRD,ALGOMA DISTRICT SERVICES ADMIN BOARD
CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS[19],CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS,CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS[19],CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS
CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS[20],CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS,CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS[20],CITY OF TORONTO ST LAWRENCE CENTRE FOR THE ARTS
HASTINGS AND PR EDWARD CO HEALTH UNIT,HASTINGS AND PREDWARD COHLTH UNIT,HASTINGS AND PR EDWARD CO HEALTH UNIT,HASTINGS AND PREDWARD COHLTH UNIT
LAC DES MILLE LACS FIRST NATION,LAC DES MILLES LACS FIRST NATION,LAC DES MILLE LACS FIRST NATION,LAC DES MILLES LACS FIRST NATION
ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRES CATHOLIQUES,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRES CATHOLIQUES,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES
L'ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES,L'ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES
ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRES CATHOLIQUES (O,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRES CATHOLIQUES (O,ASSOCIATION FRANCOONTARIENNE DES CONSEILS SCOLAIRE CATHOLIQUES
THE GEORGE R GARDINER MUSEUM OF CERAMIC ART,GEORGE R GARDINER MUSEUM OF CERAMIC ART,THE GEORGE R GARDINER MUSEUM OF CERAMIC ART,GEORGE R GARDINER MUSEUM OF CERAMIC ART
,,CORPORATION OF THE TOWN OF AYLMER,CORPORATION OF THE TOWN OF HANOVER
ESSEX KENT AND LAMTON DHC,ESSEX KENT AND LAMBTON DHC,ESSEX KENT AND LAMTON DHC,ESSEX KENT AND LAMBTON DHC
,,HAMILTON PUBLIC LIBRARY,MILTON PUBLIC LIBRARY
ENVIRONMENTAL ASSMT AND APPEAL BRD,ENVIRONMENT ASSMT AND APPEAL BRD,ENVIRONMENTAL ASSMT AND APPEAL BRD,ENVIRONMENT ASSMT AND APPEAL BRD
MICHENER INSTIT FOR APPHLTH SCIENCE,MICHENER INSTIT FOR APP HEALTH SCIENCE,MICHENER INSTIT FOR APPHLTH SCIENCE,MICHENER INSTIT FOR APP HEALTH SCIENCE
HÃ´PITAL DE SMOOTH ROCK FALLS HOSPITAL CORPORATION,HÔPITAL DE SMOOTH ROCK FALLS HOSPITAL CORPORATION,HÃ´PITAL DE SMOOTH ROCK FALLS HOSPITAL CORPORATION,HÔPITAL DE SMOOTH ROCK FALLS HOSPITAL CORPORATION
,,JAMES BAY LOWLANDS DSA,JAMES BAY LOWLANDS SSB
VILLA MARCONI LONG TERM CARE,VILLA MARCONI LONGTERM CARE,VILLA MARCONI LONG TERM CARE,VILLA MARCONI LONGTERM CARE
PARTICIPATION LODGEGREY BRUCE,PARTICIPATION LODGE GREY BRUCE,PARTICIPATION LODGEGREY BRUCE,PARTICIPATION LODGE GREY BRUCE
CORPORATION OF THE TOWN OF KINGSVILLE,CORPORATION OF THE TOWN OF OAKVILLE,CORPORATION OF THE TOWN OF KINGSVILLE,CORPORATION OF THE TOWN OF OAKVILLE
TORONTO CENTRE FOR THE PROMOTION OF FASHION DESIGN O,TORONTO CENTRE FOR THE PROMOTION OF FASHION DESIGN,TORONTO CENTRE FOR THE PROMOTION OF FASHION DESIGN O,TORONTO CENTRE FOR THE PROMOTION OF FASHION DESIGN
HAMILTON HEALTH SCIENCES CENTRE W LINCOLN,HAMILTON HEALTH SCIENCES WEST LINCOLN,HAMILTON HEALTH SCIENCES CENTRE W LINCOLN,HAMILTON HEALTH SCIENCES WEST LINCOLN
DUFFERIN CALEDON HEALTH CARE CORPORATION,DUFFERINCALEDON HEALTH CARE CORPORATION,DUFFERIN CALEDON HEALTH CARE CORPORATION,DUFFERINCALEDON HEALTH CARE CORPORATION
CENTRE MOI J'APPRENDS INC,LE CENTRE MOI J'APPRENDS INC,CENTRE MOI J'APPRENDS INC,LE CENTRE MOI J'APPRENDS INC
THE OTTAWA INUIT CHILDREN'S CENTRE,OTTAWA INUIT CHILDREN'S CENTRE,THE OTTAWA INUIT CHILDREN'S CENTRE,OTTAWA INUIT CHILDREN'S CENTRE
ONTRACK CAREER AND EMPLOYMENT SERVICES INC,ON TRACK CAREER AND EMPLOYMENT SERVICES INC,ONTRACK CAREER AND EMPLOYMENT SERVICES INC,ON TRACK CAREER AND EMPLOYMENT SERVICES INC
ONTRACK CAREER AND EMPLOYMENT SERVICES,ON TRACK CAREER AND EMPLOYMENT SERVICES INC,ONTRACK CAREER AND EMPLOYMENT SERVICES,ON TRACK CAREER AND EMPLOYMENT SERVICES INC
MUNICIPALITY OF DUTTONDUNWICH,MUNICIPALITY OF DUTTONDUNWICH,MUNICIPALITY OF DUTTONDUNWICH,MUNICIPALITY OF DUTTONDUNWICH
